F1	F2	A1
éclairage	[eklεraʒ]	n.f. 云雾中的一角晴天，阴雨
éclaircie	[eklεrsi]	n.f. 天的暂晴
éclairer	[eklεre]	v.t. 照亮，照耀
éclatant, e	[]	adj. 响亮的，光辉的
éclater	[eklate]	v.t. 突然发出巨响，爆炸
éclipse	[eklips]	n.f. 食，蚀，隐没
éclore	[eklɔr]	v.i. 孵出
écluse	[eklyz]	n.f. 船闸
école gratîtute et obligatoire	[]	n.f. 义务制免费教育
école hôtelière	[]	n.f. 旅馆业职业学校
écolier , ère	[]	n. 小学生
facture	[faktyr]	n.f. 发票，票据，凭证
facultatif ,ve	[]	adj. 随意的，任选的
faculté	[fakylte]	n.f. 学院，系
fade	[fad]	adj. 无味的，不吸引人的
faible	[fεbl]	adj. 软弱的，虚弱的
faïence	[fajɑ̃:s]	n.f. 陶器
faillir(de)	[]	v.i. 几乎，险些儿，差一点
faim	[fɛ̃]	n.f. 饥饿
faire	[fεr]	v.t. 做，干，制造
faire (s'en...)	[]	担心
faire à qqch. (se)	[]	习惯于
faire de l'ouvrage	[]	搞工程
faire défaut	[]	缺乏，短少
faire des manières	[]	装腔作势
faire du lèche-vitrine	[]	逛马路看橱窗
faire exprès de + in-finitif	[]	故意做
faire foi	[]	证明，证实
faire garder	[]	让某人照顾某人
faire le guet	[]	警戒，监视
faire le ménage	[]	收拾房间，做家务
gamin,e	[gamɛ̃, -in]	n. 顽童
gamme	[gam]	n.f. 音阶
gant	[gɑ̃]	n.m. 手套
garage	[garaʒ]	n.m. 车库，修车行
garagiste	[garaʒist]	n.m. 汽车库经营者，汽车修理工
garant	[garɑ̃, -t]	n.m. 保证，担保
garantir	[garɑ̃tir]	v.f. 担保
garçon	[garsɔ̃]	n.m. 男孩
garçon de café	[]	n.m. 咖啡馆侍者
garde-manger	[gardmɑ̃ʒe]	n.m. 食品储藏室，食品橱
garder	[garde]	v.t. 保存，保持，看管，照料
garderie d'enfant	[]	n.f. 幼儿园，托儿所
gardien, ne	[]	n. 看守，守门员
gare	[gar]	m.f. 火车站
garer	[gare]	v.t. 停放<车辆，船只等)
gastronomie	[gastrɔnɔmi]	m.f. 美食学，美食术
gâteau	[gɑto]	n.m. 蛋糕
gâter	[gɑte]	v.t. 弄脏，损坏，扫兴，溺爱
gauche	[go∫]	adj. 左边
gauchiste	[go∫ist]	adj. 左派的
hallucination	[alysinasjɔ̃]	n.f. 幻觉
hamburger	['ɑ̃bœrgœr]	n.m. 汉堡包
hampe	['ɑ̃p]	n.f. 杆，柄
hanap	['anap]	n.m. (中世纪)有盖高脚杯
hanche	[ɑ̃∫]	n.f. 胯骨
handicap	['ɑ̃dikap]	n.m. 不利条件，防碍，障碍
handicapé,e	['ɑ̃dikape]	adj.,n. 有生理缺陷的(人)，残缺的
hangar	[ɑ̃gar]	n.m. 棚，小屋
hanter	[ɑ̃te]	v.t. 经常出入，纠缠
happer	[ape]	v.t. (动物)突然咬住，逮住
happy end	[]	n.m. 大团圆结局
harangue	['arɑ̃g]	n.f. 演讲，高谈阔论
harceler	['arsəle]	v.t. 扰乱，纠缠
hardi ,e	[]	adj. 大胆的
hardie.sse	['ardjεs]	n.f. 大胆，放肆
haricot	[ariko]	n.m. 四季豆
harmonie	[armɔni]	n.f. 和谐，和睦，协调
harmonieusement	[armɔnjøzmɑ]	adv. 悦耳地，和谐地
harponneur	['arpɔnœr]	n.m. 鱼缥手
hasard	[azar]	n.m. 风险，巧合
il y a moyen que	[]	有……可能性
île	[il]	n.f. 岛屿
illuminé ,e	[]	adj. 照亮的，灯火通明的
illuminer (s)	[]	v.pr. 照亮
illusion	[ilyzjɔ̃]	n.f. 幻觉，幻象
illustre	[ilystr]	adj. 著名的，显要的
îlot	[ilo]	n.m. 小岛
imaginable	[imaʒinabl]	adj. 可想象的
imaginaire	[imaʒinεr]	adj. 想象的，臆造的
imagination	[imaʒinasjɔ̃]	n.f. 想象(力)
imaginer	[simaʒine]	v.t. 想象
imbécile	[ɛ̃besil]	n. 笨蛋，蠢货
imiter	[imite]	v.t. 模仿
immatriculation	[imatrikylasjɔ̃]	n.f. 登记，注册，汽车牌照
immatriculé, e	[]	adj. 已注册的，已登记的
immédiat, e	[]	adj. 立即，马上
imméiatement	[imedjatmɑ̃]	adv. 立即，马上
immense	[imɑ̃s]	adj. 宽大的，巨大的
immeuble	[imœbl]	n.m. 楼房
immigrant,e	[]	adj.,n. 人境移居的;移民
jeter un coup d'oeil	[]	一瞥
jeton	[ʒ(ə)tɔ̃]	n.m. 筹码，银币
jeu	[ʒø]	n.m. 游戏，竞技
jeu vidéo	[]	n.m. 电子游戏
jeudi	[ʒødi]	n.m. 星期四
jeune	[ʒœn]	adj. 年轻的
jeunesse	[ʒœnεs]	n.f. 青年
jogging	[dʒɔgiŋ]	n.m. 慢跑，跑步服
joie	[ʒwa]	n.f. 喜悦
joindre	[ʒwɛ̃dr]	v.t. 连接，联合
joli ,e	[]	adj. 美丽的，漂亮的
joliment	[ʒɔlimɑ̃]	adv. 漂亮地，美丽地
jongleur, se	[]	n. 耍手腕者，走江湖耍把戏者
jonquille	[ʒɔ̃kij]	n.f. 黄水仙
jouer au loto	[]	n.m. 玩罗多游戏
joug	[ʒu]	n.m. 枷锁
jouir de	[]	享乐，享受
jouissance	[ʒwisɑ̃s]	n.f. 享受，快乐
joujou	[ʒuʒu]	m.m. (儿童)玩具
jouour.se	[]	n. 演奏者，述动员，游戏者
laitier, ère	[]	adj. 有关乳品的，产乳的
lame	[lam]	n.f. 刀刃，薄板
lampadaire	[lɑ̃padεr]	n.m. 落地灯
lampe	[lɑ̃p]	n.f. 灯
lampe de poche	[]	n.f. 手电筒
lampion	[lɑ̃pjɔ̃]	n.m. (纸)灯笼
lance	[lɑ̃s]	n.f. 长枪，喷嘴
lancement	[lɑ̃smɑ̃]	n.m. 投掷，抛，扔，发射
lancer	[lɑ̃se]	v.t. 扔，投掷，发射
landau	[lɑ̃do]	n.m. 双篷四轮马车，有蓬童车
lande	[lɑ̃d]	n.f. 荒野，荒原
langue	[lɑ̃g]	n.f. 语言，舌头
langueur	[lɑ̃gœr]	n.f. 衰弱，倦怠，无精打采
languir	[lɑ̃gir]	v.i. 萎靡不振
lanier	[lanje]	n.m. 一种雄鹰
lanière	[lanjεr]	n.f. 皮带
lanterne	[lɑ̃tεrn]	n.f. 灯笼
lapin,e	[lapin]	n. 兔
laps ( ~ de temps)	[]	n.m. 一段时间
lard	[lar]	n.m. 猪膘，肥肉
maillot	[majo]	n.m. 运动衫
maillot de bain	[]	n.m. 浴衣
main	[mɛ̃]	n.f. 手
main (serrer la~)	[]	握手
main d'oeuvre	[]	n.f. 劳动力
maint ,e	[]	adj. 很多，许多
maintenant	[mɛ̃tnɑ̃]	adv. 现在，目前
maintenant que	[]	conj. 既然
maintenir	[mɛ̃t(ə)nir]	v.t. 保持，维持
maintien	[mɛ̃tjɛ̃]	n.m. 保持，维持，保养维修
maire	[mεr]	n.m. 市(镇)长
mairie	[mε(e)ri]	n.f. 市政府，市长职位
mais	[mε]	conj. 但是
maïs	[mais]	n.m. 玉米
maison	[mεzɔ̃]	n.f. 房子，家
maître,esse	[mεtrεs]	n. 老师，师傅，大人，主人
maître-nageur-sauveteur	[]	n.m. 游泳教练兼救生员
maîtrise	[mεtriz]	n.f. 硕士学位
maîtriser	[mεtrize]	v.t. 控制，统治，掌握，克制
majeur ,e	[]	adj. 较多的，大部分的，重要的，成年的
naturel	[natyrεl]	n.m. 自然性
naturel , le	[]	adj. 自然的，正常的
naturellment	[natyrεlmɑ̃]	adv. 自然地
naufrage	[nofraʒ]	n.m. (船在海上)遇难，失事
naufragé ,e	[]	adj. (在海上)遇难的，失事的
nausée	[noze]	n.f. 恶心，厌恶
navette	[navεt]	n.f. 往返班车，梭子
navigateur, trice	[]	n. 航海家，领航员
navigation	[navigasjɔ̃]	n.f. 航行，水运，航空
naviguer	[navige]	v.i. 航行，航海，航空，浏览
navire	[navir]	w.m. 船舶，舰
navré, g	[]	adj. 伤心的，悲痛的
ne... plus	[]	adv. 不再
néanmoins	[neɑ̃mwɛ̃]	adv. 然而，可是
nécessaire	[nesesεr]	adj. 必要的
nécessiter	[nesesite]	v.t. 需要，必然引起
nef	[nεf]	n.f. 船，舰，海船
négatif ,ve	[]	adj. 否定的，消极的，负的，阴性的
négligence	[negliʒɑ̃s]	n.f. 疏忽，漫不经心，不修边幅，失职
négoce	[negɔs]	n.m. (批发)交易， (大宗)买卖
occasion	[ɔkazjɔ̃]	n.f. 机会
occident	[ɔksidɑ̃]	w.m. 西方的
occupan	[ɔkypɑ̃, -t]	n.m. 占有者
occuper (s')	[]	v.pr. 专心于，忙于，负责，照料
océan	[ɔseɑ̃]	n.m. 海洋，大洋
octobre	[ɔktɔbr]	n.m. 十月
octroyer	[sɔktrwaje]	v.t. 授予，赐予，供给
ode	[ɔd]	n.f. 颂歌
odeur	[odœr]	n.f. 气味
odieux, se	[]	adj. 可恨的，僧恶的，讨厌的，恶劣的
œil	[œj]	n.m. 眼睛
œuf	[œf]	n.m. 蛋
œuvre	[œvr]	n.f. 作品，工作，成果，事业
office	[ɔfis]	n.m. 办事处，营业所，机关
officiel, le	[]	adj. 官方的，正式的
officier	[ɔfisje]	n.m. 官员
offre	[ɔfr]	n.f. 提供，赠送，开价
offre d'emploi	[]	招聘启事
offrir	[ɔfrir]	v.t. 提供，赠送，开(出)价
oie	[wa]	n.f. 鹅
pancarte	[pɑ̃kart]	n.f. 标语牌，布告牌
panier	[panje]	n.m. 篮子，篓，筐，球篮
panique	[panik]	adj.,n. 恐慌的;惊慌
paniquer	[panike]	v. 使惊慌，惊慌失措
panne	[pan]	n.f. 故障，抛锚
panne (en~)	[]	loc.adv. 发生故障
panneau	[pano]	n.m. 广告栏，布告栏，面板，指示牌
panoplie	[panɔpli]	n.f. 全副武装
panorama	[panɔrama]	n.m. 全景
pantalon	[pɑ̃talɔ̃]	n.m. 长裤
pantouflard, e	[]	adj. 喜欢呆在家里的，懒散地过生活的
paon	[pɑ̃]	孔雀
papa	[papa]	爸爸
pape	[pap]	罗马教皇，有绝对权威的领导人
papier	[papje]	n.m. 纸张，纸
papier d'identité	[]	n.m. 身份证
papillon	[papijɔ̃]	n.m. 蝴蝶
paquebot	[pakbo]	n.m. 大型客轮，邮船
Pâques	[pɑk]	n.m. 复活节
paquet	[pakε]	n.m. 包，包裹，盒子
querelle	[kərεl]	n.f. 争吵，吵架
quereller (se)	[]	v.pr. 争吵，吵架
querelleur,se	[]	adj.,n. 喜欢吵架的(人)
questionnaire	[kεstjɔnεr]	n.m. 问题表，调查表，题目汇编
questionner	[kεstjɔne]	u.t. 询问，提问
queue	[kø]	n.f. 尾巴，队伍
queue (faire la~ )	[]	排队
queue-de-pie	[kødpi]	n.f. 燕尾服
qui	[ki]	pron. 谁
quiche	[ki∫]	n.f. 猪油火腿蛋糕
quiconque	[kikɔ̃k]	pron. 不论谁，任何人
quincaillerie	[kɛ̃kɑjri]	n.f. 五金制品店
quincaillier, ère	[]	n. 五金制品商
quinquagénaire	[kεkaʒenεr]	adj.,n. 五十岁的(人)
quiproquo	[kiprɔko]	n.m. 搞错，误会，张冠李戴
quitter	[kite]	v.t. 离开
quoi	[kwa]	pron.interr. 什么
quoi qu'il en soit	[]	尽管如此，还是
quoique	[kwakə]	conj. 尽管，虽然
quotidien	[kɔtidjɛ̃, -εn]	n.m. 日报
rage	[raʒ]	n.f. 狂怒，狂犬病，发作，激情
ragoût	[ragu]	n.m. 调味品，蔬荤杂烩
raide	[rεd]	adj. 硬直的，挺直的，僵硬的
railler	[rɑje]	v.i. 开玩笑，说笑话
raisin	[rεzɛ̃]	n.m. 葡萄
raison	[rεzɔ̃]	n.f. 理由，道理，原因
raison (avoir~)	[]	有道理
raisonnement	[rεzɔnmɑ̃]	n.m. 推理，论证，说理
raisonner	[rεzɔne]	v.i. 推理，论证
rajeunir	[rajœnir]	v.t. 使年轻化，使变得年轻
râler	[rɑle]	v.i. 发牢骚，鸣叫，咕哦
râleur, se	[]	adj.,n. 爱发牢骚的(人)
rallier	[ralje]	v.t. 重新集合，团结，重返，归附
rallonge	[ralɔ̃ʒ]	n.f. 加长部分，增加部分，增加的工资或酬金
ramassage	[ramasaʒ]	n.m. 收集，聚集，拾取
ramasser	[ramase]	v.t. 收集，聚集，拾取
rameau	[ramo]	n.m. 枝杈，小枝桠
ramener	[ramne]	v.t. 再带来，使再现
ramier	[ramje]	n.m. 野鸽
rampe	[rɑ̃p]	n.f. 扶手，斜坡
saisissant, e	[]	adj. 惊人的，剧烈的
saison	[sεzɔ̃]	n.f. 季节
saisonnier, ère	[]	adj. 季节性的
salade	[salad]	n.f. 生菜，色拉
salaire	[salεr]	n.m. 工资，薪酬
salarié	[salarje]	adj.,n. 领取工资的(人)
saler	[sale]	v.t. 加盐，腌制
salle	[sal]	n.f. 房间，厅室
salle à manger	[]	n.f. 饭厅
salle de bain	[]	n.f. 洗澡间
salle de classe	[]	n.f. 教室
salon	[salɔ̃]	n.m. 客厅，沙龙
saluer	[salɥe]	v.t. 向……敬意，招呼
salut	[saly]	n.m. 致敬，你好
salutaire à	[]	loc.adj. 对……有益的
samedi	[samdi]	n.m. 星期六
san-benito	[sɑbenito]	n.m. 地狱服
sanctionner	[sɑ̃ksjɔne]	v.t. 批准，赞同，制裁，惩罚
sanctuaire	[sɑ̃ktɥεr]	n.m. 圣地，圣殿，神庙
sandales	[]	n.f.pl 凉鞋，布鞋，拖鞋，击剑鞋
tank	[tɑ̃k]	n.m. 油舱，水箱，坦克
tanner	[tane]	v.t. 制革，使(皮肤)成棕红色，使讨厌
tant	[tɑ̃]	adv. 如此，那么
tant mieux	[]	lov.adv. 太好了，好极了
tant pis	[]	loc.adv. 可惜，活该，倒霉
tant...que...	[]	loc.conj. 不论……还是……， ……和……
tante	[tɑ̃t]	n.f. 伯母，叔母，舅母
tantôt	[tɑ̃to]	adv. 马上
Tanzani e	[]	坦桑尼亚
Tanzanien,ne	[]	n. 坦桑尼亚人
tapage	[tapaʒ]	n.m. 喧闹，吵嚷
tapis	[tapi]	n.m. 地毯， (超市商品的)运送带
tapisser	[tapise]	u.f. 铺满，用挂毯等装饰
tapoter	[tapɔte]	v.t. 轻敲，轻拍， (拙劣地)弹奏
taquiner	[takine]	v.t. 逗弄，戏弄，使感到不安
tard	[tar]	adv. 晚，迟
tarder	[tarde]	v.i. 耽搁，延迟
taré,e	[]	adj. 有疵点的，有缺陷的，腐败的
tarif	[tarif]	n.m. 价格，价目表
tarifaire	[tarifεr]	adj. 费率的，税率的
utilité	[ytilite]	n.f. 用处，益处，实利
vallon	[valɔ̃]	n.m.  小谷，小山谷；小山谷；（小）山沟；山谷；小山谷
valoir	[valwar]	v.pr.  价值相等；v.i.  价值；有价值；v.t.  等于，相当
valorisant	[]	a.使提高身价的, 使更有价值的
vampire	[vɑ̃pir]	n.m.吸血鬼；m.吸血鬼, 刽子手
vandalisme	[vɑ̃dalism]	n.m.  破坏文物，破坏艺术；破坏艺术
vanille	[vanij]	n.f.  香子兰果实；香草(香)精
vaniteux	[]	a.n.爱虚荣的，虚荣心重的；自大的，自负的，自夸的
vantardise	[vɑ̃tardiz]	n.f.吹牛，吹嘘，夸口，说大话
vanter	[vɑ̃te]	v.t.  夸奖，赞扬；吹嘘
vapeur	[vapœr]	n.f.蒸汽，汽；n.m.汽船，轮船，火轮
vaquer	[vake]	vi.休假, 放假
vaquer à	[]	v.t.  indir; 忙于
variation	[varjasjɔ̃]	n.f. 变化，变动;差异
varier	[varje]	v.i.  变化 ，变动，改变；改变主张，改变态度
variété	[varjete]	n.f.[古]变化，变动
veau	[vo]	n.m.  小牛，牛犊（吃奶不吃草）；小牛肉；
vedette	[vədεt]	n.f.  [海]哨艇；汽艇，小艇
végétal ,e	[]	adj.  植物的；来自植物的，从植物提炼的；植物状的，植物图案的
végétarien, ne	[]	adj.  , n.=素食的, 素食主义者
végétation	[veʒetasjɔ̃]	n.f.【植物学】植被
à part	[]	loc.prép. 除……以外
à partir de	[]	loc.prép. 从……开始，自……起
à peine	[apεn]	loc.adv. 几乎不，勉强，刚刚
à perpétuité	[]	loc.adv. 永远地，终身地
à peu près	[apøprε]	loc.adv. 差不多
à point	[apwɛ̃]	loc.adv. 适时，正好
à proportion de	[]	loc.prép. 按照，跟……
à propos	[]	loc.adv. 对啦，想起来了（口语中）
à propos de	[]	loc.prép. 关于……
à proximité de	[]	loc.prép. 在……附近，靠近……
à raison de	[]	loc.prép. 按照
à regret	[]	loc.adv. 不情愿地，勉强地
à sa façon	[]	loc.adv. 以他(她)的方式
à savoir que	[]	loc.conj. 这就是
à ses yeux	[]	loc.adv. 在他心目中
à son tour	[]	loc.adv. 轮值，轮班
à souhait	[]	loc.adv. 如愿以偿地
à table	[]	loc.prép. 上桌吧
à tout heure	[]	loc.adv. 随时，没有间断地
à tout moment	[]	loc.prép. 在任何时候
bande	[bɑ̃d]	n.f. 带，长条
bande dessinée	[bɑ̃ddesine]	n.f. 连环面(册)
banderole	[bɑ̃drɔl]	n.f. 横幅标语， (挂在桅顶上的)燕尾旗
banlieue	[bɑ̃ljø]	n.f. 郊区，市郊
bannir	[banir]	v.t. 驱逐出境
banque	[bɑ̃k]	n.f. 银行
banquet	[bɑ̃kε]	n.m. 宴会，盛宴
banquette	[bɑ̃kεt]	n.f. 软垫长椅
banquier	[bɑ̃kje]	n.m. 银行家
banquise	[bɑ̃kiz]	n.f. (两极地带的)大浮冰
baptiser	[batize]	v.t. 给……题名，给……命名
bar	[bar]	n.m. 酒吧
baraque	[barak]	n.f. 木板房，木棚
baratin	[baratɛ̃]	n.m. (民)花言巧语
barbe	[barb]	n.f. 胡子
barbier	[barbje]	n.m. 理发师
barbouiller	[barbuje]	v.t. 弄脏，乱画
Barcelone	[]	巴塞罗那
bariolé, e	[]	adj. 花里胡哨的
barman	[barman]	n.m. 酒吧侍者(招待）
calmer	[kalme]	v.t. 使平静，抚慰
calomnie	[kalɔmni]	n.f. 恶意中伤，诽谤
calotte	[kalɔt]	n.f. 无边圆帽
calvaire	[kalvεr]	n.m. 苦痛，受难
camarade	[kamarad]	n. 同志，同学
cambouis	[kɑ̃bwi]	n.m. 污油
cambrioler	[kɑ̃brijɔle]	w.v. 侵入……
caméra	[kamera]	n.f. 摄影机
camion	[kamjɔ̃]	n.m. 卡车
camionnette	[kamjɔnεt]	n.f. 小型卡车
camisole	[kamizɔl]	n.f. 衬衫
camoufler	[kamufle]	v.t. 装扮，掩饰
camp	[kɑ̃]	n.m. 营地
camp de concentration	[]	n.m. 集中营
campagne	[kɑ̃paɲ]	n.f. 平原，农村
camper	[kɑ̃pe]	v.i. 扎营，野营
camping	[kɑ̃piŋ]	n.m. 野营，露营，帐篷生活
Canada	[kanada]	加拿大
canadien, ne	[]	n. 加拿大人
canaille	[kanaj]	n.f. 恶棍，无赖
de temps en temps	[]	loc.adv. 不时地，有时
de tout temps	[]	loc.adv. 历来．一向，一贯
de toute façon	[]	loc.adv. 无论如何，不管怎样
de. . . à. . .	[]	loc.prép. 从……到……
débandade	[debɑ̃dad]	n.f. 溃散
débarquer	[debarke]	v.t. 下(客)，卸(货)
débarrasser(se)	[]	v.pr. 清除，摆脱
débat	[deba]	n.m. 辩论，争论
débauche	[debo∫]	n.f. 放荡，荒淫，（转）大量的
débit	[debi]	n.m. 零售，零售店，流量， (账的)借方
déblayer	[deblεje]	v.t. 清理
débloquer	[deblɔke]	v.t. 开禁，解冻
déborder	[debɔrde]	v.i. 突出，超出，溢出
débouché	[debu∫e]	n.m. 出口，销路
déboucher sur	[]	loc.prép. 通向
debout	[dəbu]	adv. 站着，直立，起休
débouter	[debute]	v.i. 滚下
débrancher	[debrɑ̃∫e]	v.t. 切断．拔掉插头
débris	[debri]	n.m. 碎片，残骸
début	[deby]	n.m. 开始．开端
écologie	[ekɔlɔʒi]	n.f. 生态学
écologiste	[ekɔlɔʒist]	n. 生态学家
éconduire	[ekɔ̃dɥir]	v.t. 拒绝
économie	[ekɔnɔmi]	n.f. 经济
économique	[ekɔnɔmik]	adj. 经济的，省钱的
économiste	[ekɔnɔmist]	n. 经济学家
écorce	[ekɔrs]	n.f. 树皮， (转)外表
écorce terrestre	[]	n.f. 地壳
écorcher	[ekɔr∫e]	v.t. 擦破皮，剥皮
Ecosse	[]	苏格兰
écoulement	[ekulmɑ̃]	n.m. 流动
écouler (s')	[]	v.pr. 流出，流逝
écouter	[ekute]	v.t. 听，听从，听取
écouteur	[ekutœr]	n.m. 耳机，受话器
écran	[ekrɑ̃]	n.m. 银幕
écrasement	[ekrazmɑ̃]	n.m. 压碎，溃败
écraser	[ekraze]	v.t. 压碎，消灭，粉碎
écrevisse	[ekrəvis]	n.f. 鳌虾
écrire	[ekrir]	v.t. 写
écriteau	[ekrito]	n.m. 通告
faire le paix	[]	言归于好，和解
faire le plein de	[]	加满
faire le service à	[]	为……服务
faire les magasins	[]	逛商店
faire part	[]	n.m.inv. (出生，死亡，结婚的)通知
faire plus long conte	[]	浪费时间
faire présent de qqch à qqn	[]	把……赠送给某人
faire preuve de	[]	显示，表现出
faire quelque figure	[]	带着一些诱惑地看
faire une affaire	[]	做一笔买卖，达成共识
faiseur, se	[]	m. 吹牛皮者，制作者
fait	[fε]	n.m. 事实
fait (au～)	[]	loc.adv. 顺便问一句
faîte	[fεt]	n.m. 顶端
faits divers	[]	n.m.pl. 社会新闻
falaise	[falεz]	n.f. 悬崖，峭壁
falloir	[falwar]	v.imp. 应该
falsifier	[falsifje]	v.t. 篡改，伪造，搀假
famélique	[famelik]	adj. 挨饿的，饥饿的
fameux, se	[]	adj. 著名的，闻名的
gaule	[gol]	n.f. 钓竿，长竿，马棒
gaulois ,e	[]	adj. 高卢(人)的
gaz	[gɑz]	n.m. 煤气，沼气
gazelle	[gɑzεl]	n.f. 瞪羊，小羚羊
gazeux, se	[]	adj. 气体的，充气的
gazon	[gɑzɔ̃]	n.m. 草坪，草地
gazouiller	[gazuje]	v.i. 水声涂涂，鸟语惆哦，儿语牙牙
géant	[ʒeɑ̃, -t]	n.m. 巨人
gelée	[ʒəle]	n.f. 严寒，肉冻，果冻
geler	[ʒəle]	v. 使结冰，冻坏，冻结
gémir	[ʒemir]	v.t. 呻吟，悲叹
gémissant, e	[]	adj. 呻吟的，悲叹的，痛苦的
gendarme	[ʒɑ̃darm]	n.m. 宪兵
gendarmerie	[ʒɑ̃darməri]	n.f. 宪兵队
gène	[ʒεn]	n.f. 拘束，不舒服，为难，局促不安
gêné ,e	[]	adj. 不舒服的
général	[ʒeneral]	n.m. 将军
général(en)	[]	loc.adv. 一般地，通常
généralement	[ʒeneralmɑ̃]	adv. 一般地，通常
généraliser	[ʒeneralize]	v.t. 推广，普及，概括
hasard (par)	[]	loc.adv. 偶然地，巧合地
hate	[ɑt]	n.f. 匆忙，赶快
hausse	[os]	n.f. 上升，上涨，涨价
haut (en)	[]	loc.adv. 位于高处
haut fait	[]	n.m. 战功，伟绩，竣工
haut fonctionnaire	[]	n.m. 高级公务员
haut， e	[]	adj. 高的，高级的
hautain,e	[]	adj. 高傲的
hauteur	[otœr]	n.f. 高度
hauteur de (a la～)	[]	loc.prep. 有能力，在……的水平高度上或附近
haut-parleur	[oparlœr]	n.m. 高音喇叭
hebdomadaire	[εbdɔmadεr]	adj.,n. 每周的，周刊
hebdomadal rement	[]	adv. 每周地
hebergement	[ebεrʒəmɑ̃]	n.m. 留宿，收容
heberger	[ebεrʒe]	v.t. 留宿
hectare	[εktar]	n.m. 公顷
hélas	[elɑs]	interj. (表示遗憾)唉，哎
herbe	[εrb]	n.f. 草，草地
herbicide	[εrbisid]	n.m. 除苯剂
herbivore	[εrbivɔr]	adj.,n. 植食性的(动物)
immigration	[imigrasjɔ̃]	n.f. 人境迁居，侨居
immigré ,e	[]	adj. 移民的
immobile	[imɔbil]	adj. 不动的
immobilier,ère	[]	adj.,n. 不动产;不动产拥有者
immunisation	[imynizasjɔ̃]	n.f. 免疫
impact	[ɛ̃pakt]	n.m. 影响，碰撞，冲击
impasse	[ɛ̃pas]	n.f. 死胡同
impatitmt,e	[]	adj. 不耐烦的
impeccabie	[ɛ̃pεkabl]	adj. 无可指摘的，不可能有过失的，完美的
impensable	[ɛ̃pɑ̃sabl]	adj. 不可想象的
imperceptible	[ɛ̃pεrsεptibl]	adj. 不可感知的，难以觉察的
imperceptiblement	[ɛ̃pεrsεptibləmɑ̃]	adv. 感觉不到地，难以觉察地
impérieusement	[ɛ̃perjøzmɑ̃]	adv. 急迫地，专横地
imperméable	[ɛ̃pεrmeabl]	adj.,n. 不可渗透的，经防水处理的，排斥的，雨衣
impitoyable	[ɛ̃pitwajabl]	adj. 无怜悯心的，残忍的，无情的
implantation	[ɛ̃plɑ̃tasjɔ̃]	n.f. 插人，定居
implanter	[ɛ̃plɑ̃te]	v.t. 插入，建立
impliquer	[ɛ̃plike]	v.t. 要求，意昧着，牵连，包含
implorer	[ɛ̃plɔre]	v.t. 乞求，恳求
importance	[ɛ̃pɔrtɑ̃s]	n.f. 重要性
jour	[ʒur]	n.m. 天，日
journal	[ʒurnal]	n.m. 日报，日记
journalier, ère	[]	adj. 每日的
journalintime	[]	n.m. 私人日记
journalisme	[ʒurnalism]	n.m. 新闻业
journaliste	[ʒurnalist]	n. 记者，新闻工作者
journaltélévisé	[]	n.f. 电视新闻
journée	[ʒurne]	n.f. 天，白昼
joyeux, se	[]	adj. 高兴的，兴高采烈的
judaïsme	[ʒydaism]	n.m. 犹太教
judiciaire	[ʒydisjεr]	adj. 司法的
